"ID","Manufacturer","Size","Age"
"MR1787","Camtran",50,18.6950355599854
"IG9531","Camtran",50,29.3567278631327
"DP3301","Moloney",50,14.463967948309
"ER2382","Nema",50,17.9569218659664
"AC1723","Moloney",75,7.30747658133952
"YI9977","Camtran",50,52.7544692993318
"ID2384","Moloney",100,34.6123663062351
"VC6474","Camtran",100,5.28153697991315
"UA3837","Moloney",75,14.3374935599516
"AS2249","Nema",75,11.476313607688
"YG0750","Camtran",100,31.0210710114509
"OU1049","Nema",75,1.94423496151445
"EP9102","Camtran",75,31.3959292877925
"VC1559","Nema",50,29.8765999297744
"JT1555","Camtran",100,32.4012159571414
"XE9266","Camtran",100,51.1733482619873
"UO0355","Camtran",75,9.4241876208573
"WT6656","Camtran",50,32.9506964821883
"CX4165","Camtran",50,14.2111601122679
"ZH4579","Camtran",75,5.67673068001497
"QD3544","Moloney",50,34.2195251451911
"OQ7385","Camtran",100,48.3107805968338
"FY4292","Moloney",50,51.7584339829914
"PN7264","Camtran",50,17.7728613524128
"SG4211","Moloney",75,28.9927812156164
"LO7171","Camtran",75,27.5157248821501
"UN8144","Nema",100,8.62675645920017
"GH4145","Camtran",75,36.7276877071565
"KT6795","Moloney",75,38.7329411904959
"QF2024","Camtran",75,16.0617535857861
"KR3862","Nema",50,15.6414749101842
"CX9100","Camtran",75,57.8518013435362
"FL7376","Moloney",100,28.3378835376294
"YE9284","Moloney",100,30.5556306892679
"QJ1961","Nema",50,19.8569145008566
"JZ2822","Moloney",50,16.4421304245305
"JO7351","Moloney",50,25.1376683537934
"HU6829","Camtran",75,40.3610540756371
"AX1210","Nema",50,10.9739793692897
"WR4883","Nema",100,49.0106931948879
"FL3963","Camtran",50,47.6584613726211
"JS3463","Camtran",75,26.0210004217648
"VP6110","Camtran",50,49.7965742334526
"CQ4392","Moloney",50,25.7203078149062
"ZN7203","Moloney",75,12.135165303047
"SD2290","Moloney",50,31.9630831058633
"OI8455","Camtran",100,26.7610597829372
"CT4399","Nema",75,18.1956851255438
"KQ0633","Camtran",100,15.606813035393
"XZ4011","Moloney",50,65.2859861058048
"RG6478","Nema",50,38.7994490417113
"AU6525","Moloney",50,52.8036577258454
"VB5355","Moloney",75,34.7416401751196
"FU8905","Camtran",50,8.27446286735129
"IU5624","Moloney",50,21.20142612533
"WE7498","Camtran",75,42.2504204631158
"YK3851","Camtran",100,5.03095517514144
"YR4167","Moloney",50,31.958420795372
"VB1636","Camtran",75,11.2687673609981
"RQ0260","Camtran",50,46.7339893383699
"AP0318","Nema",75,28.0870428502683
"ZP7963","Moloney",100,38.0799212013632
"XU4512","Camtran",50,32.5314967155664
"QP3865","Moloney",75,20.5176128363136
"QW0733","Moloney",100,23.2956460235957
"KC5231","Nema",50,19.8392002935159
"TZ9216","Camtran",50,21.7076545528123
"FT5589","Moloney",75,18.467341948558
"UY3426","Moloney",75,0.238022986768618
"PS6364","Camtran",75,2.85935304750567
"ND6318","Camtran",50,49.2971980641995
"GE1772","Camtran",75,26.5917776703633
"MR2933","Camtran",50,24.1375181111334
"SI3054","Camtran",50,44.98204158705
"ZR8603","Camtran",50,18.8953467137056
"FI8811","Moloney",50,36.2311215885261
"OQ3512","Nema",75,26.5614887913215
"BV7790","Moloney",75,43.8510724462974
"ZW9876","Moloney",50,43.0812248744787
"KA7729","Nema",100,52.2024143063263
"IO4875","Camtran",75,28.9727507346737
"TU0313","Moloney",75,32.0040076853174
"RW0068","Moloney",75,21.2396920477817
"QY7678","Camtran",75,13.0630005010992
"QJ0821","Camtran",50,74.2963238392003
"FY7277","Moloney",75,26.9477570786152
"SD2021","Camtran",50,7.63351223929018
"KL5733","Camtran",50,36.7214746255414
"IV2372","Moloney",75,38.8045346069182
"KM9416","Camtran",100,41.8900066506254
"HK8688","Camtran",75,31.9527036868486
"PD2656","Moloney",50,43.3244375071705
"DF4081","Moloney",100,7.14577282841263
"XL6952","Moloney",75,9.80683986204425
"FA7516","Moloney",75,42.025254539462
"BI4156","Moloney",75,21.5670752894603
"VD9993","Camtran",100,19.4625646890609
"LJ9487","Moloney",100,18.3582700744379
"QT9840","Moloney",75,12.3935925062614
"KY8657","Moloney",50,25.6664842186138
"CV6713","Moloney",50,35.0539010192552
"QN1390","Camtran",75,26.5970900648292
"TC2370","Camtran",100,42.0284405761204
"KL9221","Camtran",50,54.203981229487
"RC1412","Nema",75,40.6020172376097
"BY6571","Moloney",75,9.4995241546408
"HY9478","Camtran",75,20.3410334109136
"PZ7398","Camtran",50,21.3266663684254
"HY7185","Camtran",50,23.2255208724225
"UM1560","Nema",100,10.400125872022
"MQ3971","Moloney",100,15.1074598908573
"UA0153","Camtran",50,29.2872724377235
"NY1240","Moloney",50,29.3092577708741
"VH9371","Moloney",75,32.1579237342966
"IT6698","Camtran",75,1.36517949298131
"IA4499","Camtran",100,9.68873182026939
"LU7340","Nema",50,70.865939629709
"QL1700","Moloney",100,9.2932556124383
"KF2387","Camtran",75,22.8392541677178
"HN3340","Camtran",75,62.0449356126591
"VN8867","Camtran",100,14.0617627355526
"WZ8558","Nema",100,19.5422551630555
"RX0581","Camtran",100,18.5222217981607
"SK3942","Nema",75,13.2154835800391
"RT3842","Nema",75,29.5396985115408
"HZ4101","Camtran",50,27.9878827048973
"VH1727","Nema",75,20.6294533678757
"GF3988","Camtran",100,37.1190029665402
"IS8319","Camtran",75,24.9998356266972
"PN7299","Camtran",75,14.5201256715223
"WS8877","Nema",75,20.7269712636925
"CP9736","Moloney",75,60.8251310843776
"IO6947","Camtran",75,30.6554485753636
"LI0320","Moloney",50,35.4530395744055
"MI6950","Camtran",50,32.9989089838735
"OQ2310","Nema",50,14.0509335611591
"KA0407","Camtran",100,26.8792378548732
"VL8018","Camtran",100,16.1992648871245
"AU6255","Camtran",50,40.9878111932939
"ZQ6198","Nema",50,40.7970896581284
"KU7418","Camtran",75,39.4729307610366
"UD6451","Moloney",100,4.51573176979073
"GM0671","Camtran",50,53.2019833738588
"UW3299","Moloney",50,19.1488791905638
"ZM1599","Camtran",50,21.9801036127466
"DJ9203","Camtran",75,39.3190160688938
"WX8788","Moloney",100,9.71286308288008
"BH2273","Moloney",50,30.6551913189206
"NH7228","Moloney",75,35.3457035560616
"BD3770","Nema",75,1.99941401474762
"HV6544","Camtran",75,44.5116201187005
"NX4630","Camtran",100,13.887703510405
"AY7033","Camtran",75,14.3283302549472
"AZ3358","Nema",100,42.0442317966449
"AY8561","Moloney",75,29.915652688352
"AC2135","Nema",100,7.61426316131073
"CQ4456","Moloney",50,54.1389787130815
"ZJ2165","Moloney",75,33.7976522292838
"KD8674","Camtran",75,20.1693132255399
"IP6253","Nema",75,35.3511747566187
"OR2488","Camtran",50,31.4733544445613
"PH8582","Nema",50,13.2898927400731
"KT8358","Nema",75,72.5745289691757
"WC7036","Moloney",75,10.4398899303214
"PE9074","Moloney",100,5.6438209992813
"CX1099","Moloney",100,4.69447651156598
"HL2795","Moloney",50,23.2023333706506
"QJ5757","Moloney",50,42.8394865180378
"GL6704","Nema",50,35.6971508196727
"LG6398","Camtran",100,7.22573978251856
"WH5253","Camtran",50,30.4492285521297
"EG2520","Camtran",50,29.3236331975254
"XI1981","Moloney",50,26.4226980499831
"YU2160","Camtran",75,38.5644383614526
"YT2567","Nema",100,40.1428120233258
"IK2245","Camtran",50,36.5320869037437
"VG5800","Moloney",50,10.2703596906542
"LZ9609","Moloney",50,31.3755869811223
"WB2710","Nema",50,15.1246706913218
"HJ1441","Nema",50,26.862644691072
"VD3701","Camtran",100,66.4798505197948
"WR0175","Camtran",50,26.885472083197
"CY0233","Camtran",50,25.0196547247521
"ZE2544","Nema",75,74.344729948819
"BT8748","Nema",75,19.0026013635506
"QO8353","Moloney",75,23.5631082367167
"GB6633","Camtran",100,37.6731744805705
"XE2418","Camtran",50,40.2058189502519
"KR0548","Camtran",50,18.2609710484875
"RS6666","Camtran",100,14.1971192638236
"OC2398","Moloney",50,30.1720342065011
"GX9222","Camtran",50,17.3326027896811
"HI2030","Camtran",75,15.1662578414232
"JG5544","Nema",50,61.1376041110392
"ZT9766","Camtran",75,26.2501763074409
"OE6876","Camtran",75,14.8590429540654
"YX9351","Camtran",50,50.8372477794007
"LT2473","Nema",50,42.1347116318477
"DG2469","Camtran",50,20.2440294043997
"DM1743","Camtran",100,19.6569326467529
"LN4368","Nema",100,7.35268735868723
"PI4211","Camtran",100,17.4921558424951
"QY5806","Moloney",100,7.4629914324483
"HC8636","Camtran",75,32.9423045620626
"TZ0411","Nema",75,20.6765581257746
"NW9136","Moloney",75,7.24083820088643
"KV3983","Camtran",100,34.6870702125386
"XW3186","Camtran",100,19.5393804950317
"WP1866","Camtran",75,4.37410027079563
"EG4274","Moloney",100,26.8193535640033
"AF2528","Nema",75,8.84165646264749
"AE1774","Moloney",100,14.8420513859636
"NQ9615","Moloney",50,48.1137134559847
"VH1851","Moloney",50,43.85494649272
"TM7310","Camtran",75,13.2826983907816
"OK5638","Moloney",100,20.5627262887098
"QX7537","Nema",75,6.71587007195706
"IH1231","Moloney",50,32.3116697116591
"GQ2046","Moloney",50,40.3071272578195
"XW9319","Moloney",100,3.05799761741788
"LM2443","Camtran",50,9.95312208482535
"LW1655","Camtran",75,32.2237056340413
"BY2176","Camtran",75,50.1701286535462
"JT8116","Moloney",75,31.9972133131387
"YV0694","Camtran",100,19.9837818318928
"YK9855","Nema",75,38.4496370475306
"DZ1545","Nema",100,24.9960229250874
"WG1589","Camtran",100,28.3865735330067
"KQ2311","Moloney",75,8.17659299788074
"DY9862","Camtran",75,18.8786431433691
"UB9112","Moloney",50,42.2777877402075
"PX8195","Moloney",75,41.7447996315713
"UV3752","Nema",75,14.2176928405976
"LB9015","Moloney",100,3.03533959007645
"BV0065","Moloney",75,16.0743743425779
"CQ1268","Moloney",50,7.06033958571155
"OT8714","Camtran",100,8.27539975679036
"AC0349","Moloney",75,28.7001840198187
"KZ6269","Camtran",75,9.37654422507445
"VP5524","Moloney",50,29.3416010090948
"OB6155","Nema",50,71.6955964632779
"UI1880","Camtran",50,22.1724164596299
"CY3380","Moloney",50,37.1101402140355
"KB5630","Camtran",75,3.14071640078308
"UP1383","Camtran",100,14.3475578960945
"LX4877","Moloney",75,1.34198804329013
"XH2328","Moloney",75,25.4034257860261
"QH6922","Camtran",100,4.70474084681958
"FV5267","Moloney",50,16.4207057352266
"SB0819","Camtran",75,5.2328229025126
"JG4607","Camtran",50,53.2876374838101
"GC3534","Moloney",75,35.7279350405697
"GC9458","Nema",50,38.8733933091144
"TU6080","Nema",50,5.22795067903174
"ZO1191","Camtran",100,13.9950373460881
"KU9448","Nema",50,19.1455619695945
"OW2615","Moloney",75,61.4326401586971
"UY5898","Camtran",50,50.457065321503
"IY9813","Moloney",50,12.4125647703697
"WE8269","Moloney",75,26.4541135487404
"FV7093","Moloney",50,41.8972992697735
"YB8734","Camtran",50,3.72629747306086
"RN1091","Camtran",100,9.51909729469992
"SN7044","Moloney",100,8.3686641116742
"QI8469","Camtran",50,11.3505706534142
"WA0013","Moloney",50,22.8378466929054
"FS3347","Moloney",100,24.0030791686807
"BN4714","Moloney",50,47.5634527592252
"OC8963","Camtran",100,16.4133167738993
"JG9950","Moloney",100,22.7241187329358
"RM1891","Camtran",75,18.5707000040983
"FK8849","Moloney",75,21.0231947008471
"OC0839","Camtran",50,6.30081169861675
"XO5001","Nema",100,64.8152885405454
"QO2925","Moloney",50,75.5532976352694
"LM0977","Moloney",50,44.8197532141874
"EV2169","Moloney",100,45.6530055880443
"YF0449","Nema",75,41.6715575827872
"WJ5131","Camtran",50,27.9591510413275
"GJ6930","Nema",100,9.96916141784408
"YW6198","Camtran",100,15.6990710113609
"AC9374","Nema",50,73.9197867282736
"ZT3307","Moloney",50,15.1711275659307
"ZU8948","Camtran",50,17.177506266428
"DF0284","Moloney",75,24.6707852407012
"SG0950","Nema",100,3.44172450401607
"WD9759","Moloney",75,54.9596268531963
"LI1483","Moloney",75,7.14929686294966
"ZH0941","Camtran",100,10.4014744072097
"SU3959","Camtran",75,19.414055679993
"UR0186","Camtran",50,14.1289195220217
"AY0664","Camtran",75,63.7591506006454
"SQ6572","Moloney",50,11.6030906668301
"NG7420","Moloney",50,15.8495877485084
"WZ2198","Moloney",50,9.53483653584459
"SP7407","Nema",100,33.6002321877642
"HM1346","Moloney",75,19.1483571459317
"TN5479","Nema",50,41.7745203108595
"XR6645","Moloney",100,16.9786098362496
"UW2873","Nema",50,53.9959524517344
"LV0381","Moloney",100,13.3282798061002
"RA5241","Moloney",50,56.6402261131875
"TA2166","Camtran",100,43.2730221879634
"PG4457","Camtran",75,12.005469752557
"WO3510","Nema",100,3.9695225509628
"LY3454","Moloney",100,4.76399764657059
"OY4591","Moloney",50,45.3988988105868
"DC1353","Nema",100,18.0574981665352
"LQ1281","Moloney",50,24.7983635689071
"WQ7385","Moloney",75,43.3298414500168
"ER7909","Moloney",100,48.7580522861791
"GK6574","Moloney",100,29.3129447017479
"PZ1893","Camtran",50,23.939688228915
"QS3696","Nema",50,10.7491393781194
"MW5945","Nema",50,27.2217858253885
"QB6274","Camtran",75,28.1361231165015
"SF4877","Nema",50,5.77362423326725
"TC7627","Nema",75,10.8906235706744
"SL8985","Moloney",100,28.0335207624851
"OW4684","Camtran",75,38.3659612161127
"ZK4942","Moloney",75,40.4931086099014
"AD5968","Camtran",75,56.6821089561833
"TV9639","Camtran",100,11.4320203808669
"CY6809","Nema",75,15.687423476203
"PR9388","Moloney",100,8.69429518182054
"KD1047","Camtran",100,9.36411538950589
"QN4212","Camtran",100,3.45653591393916
"DX0664","Nema",50,28.5542762190334
"MJ1079","Moloney",75,13.5080012985509
"VG9219","Camtran",75,29.2385339258332
"WX2222","Camtran",50,23.3381817844741
"EV0772","Moloney",75,25.6475179300512
"LC2099","Moloney",75,39.2550358421369
"OX3540","Camtran",75,19.4481309642594
"NR8695","Camtran",75,13.5060885637436
"CN2910","Camtran",50,51.2466971331268
"PF4021","Nema",50,28.5677022320425
"AE1040","Camtran",75,29.3996057515218
"GS1472","Camtran",100,25.4224748811648
"ZH5532","Nema",50,66.5825166333748
"XK4520","Camtran",75,31.899515488772
"WC7874","Camtran",50,25.1650017534317
"AG2104","Moloney",75,14.4299204323086
"AD7513","Camtran",100,43.8287517804372
"DI6623","Camtran",75,36.1920457614837
"XZ7067","Nema",50,4.93549612206413
"CA0096","Moloney",100,2.23659594696891
"CE3499","Nema",100,16.7851138278397
"BZ2865","Nema",50,42.7537782653682
"FS1173","Moloney",75,16.4799471884486
"BK8668","Nema",100,20.0018746180512
"GQ9965","Nema",75,32.3736261424467
"FE7924","Camtran",75,52.9925038887738
"LO9082","Moloney",75,38.524224647083
"VN2496","Moloney",75,24.0644702010775
"NE0239","Nema",75,21.7387584575646
"BK9448","Nema",75,3.85248726419815
"FT2418","Nema",50,19.8639106443834
"EY6473","Moloney",75,18.4961820844282
"WE0369","Camtran",75,23.3368808137613
"LC5236","Moloney",100,18.0191790434835
"GQ7486","Nema",100,10.4110530572729
"BU5075","Moloney",100,16.7210849501225
"WC0951","Camtran",50,16.2611843492589
"PE3084","Nema",50,30.0307033109501
"PY7363","Camtran",75,18.0160202855622
"IN9898","Camtran",100,35.0168226343029
"DQ0546","Camtran",50,12.858183990584
"KB2788","Camtran",75,12.9529013508499
"SO4865","Camtran",50,27.6589224422396
"XO3353","Moloney",75,2.40554403954739
"EK6296","Nema",75,32.0146915583342
"MV5529","Moloney",50,45.8007248427904
"UL2399","Moloney",100,0.888137737421785
"PV9583","Camtran",75,38.5728388106295
"CY2388","Nema",100,49.1701694460548
"KH4286","Moloney",100,28.4582066579932
"DN0370","Camtran",75,40.5643115526971
"UM1523","Camtran",100,35.8784239305123
"AL3165","Nema",50,16.7959322560719
"EQ5910","Moloney",75,96.215213112179
"SN4919","Nema",50,43.8382545375612
"GX1177","Camtran",75,23.5698022081018
"SC6231","Moloney",75,33.098802679266
"LO7296","Moloney",50,18.1113749658105
"CN9314","Camtran",100,33.4516213853944
"UQ0966","Moloney",100,25.7838436683575
"PZ7571","Nema",50,59.684751898444
"CA4455","Camtran",50,11.7641114376509
"SE2711","Nema",75,9.90060894057717
"LA4492","Nema",50,9.20852484652719
"XK1925","Nema",75,9.38360489417687
"ZO7762","Nema",50,9.49092910344046
"FQ5685","Moloney",50,6.93868716541658
"RC7910","Moloney",50,33.9865116766116
"ZF2182","Camtran",75,20.8247092938976
"ES6253","Moloney",50,45.8267448692491
"KH5754","Nema",75,51.5888864869613
"NQ7735","Camtran",100,17.8057643195586
"IK5065","Camtran",50,38.3324684672717
"QY5366","Moloney",100,25.1678109399309
"PE0289","Camtran",100,0.949873577946561
"YZ4156","Camtran",100,29.3951574004536
"YH0248","Camtran",75,23.8145084153609
"EW5511","Camtran",75,23.0118291060193
"LA6696","Camtran",100,29.3717969005075
"WN1041","Moloney",75,13.7936479117248
"HK2178","Camtran",100,32.9252888304342
"LG7842","Camtran",75,20.1711373984726
"FA8897","Moloney",50,44.7501622505897
"LA0177","Moloney",50,24.0111406923551
"HX3775","Moloney",100,33.6726709708854
"WN6029","Camtran",75,8.58924614767663
"WM8666","Camtran",50,43.6021731855618
"DY0610","Camtran",75,22.7081669143189
"TK0174","Nema",50,38.5338566073927
"UH6678","Moloney",75,38.7769380585126
"NW0917","Nema",100,12.4114817941334
"OG0988","Camtran",50,43.6945334653822
"UR7432","Moloney",50,81.6826026990881
"IZ3246","Moloney",75,96.5628447185838
"OD7950","Camtran",75,36.4023519544765
"RB7777","Nema",50,46.3871260540303
"WE6854","Camtran",50,36.0644863332802
"AN0141","Nema",50,14.0434190580703
"CU1429","Moloney",50,5.09294537854518
"XY4609","Camtran",100,34.3189247600451
"TE1516","Nema",100,18.8367196675881
"ZF8549","Camtran",75,38.6848123062538
"XY7136","Camtran",75,34.8292509409528
"MN6701","Nema",75,32.039915005681
"RD4139","Moloney",50,12.9574062721689
"CW2247","Camtran",75,36.1831305509436
"KO3760","Moloney",75,34.0044147299494
"VY6250","Moloney",75,1.64043075441783
"IJ7901","Moloney",100,13.2298219971136
"NR4168","Moloney",100,13.2439510421597
"WA5692","Nema",100,26.7402632981854
"FH8899","Camtran",75,26.2027925542109
"OU6647","Camtran",100,25.1923758412378
"HC6705","Camtran",50,22.2875922314651
"QO3734","Nema",75,15.7686443685746
"BG9023","Camtran",50,23.3614008527518
"ZO0869","Moloney",75,32.892145307748
"VK3935","Nema",100,23.2566752967548
"YM7944","Moloney",100,17.2161017188899
"VN4102","Camtran",100,35.5752930549147
"LQ0713","Moloney",100,15.9346967973769
"AJ6127","Nema",100,29.0723642838473
"TP9255","Camtran",75,22.8215143779952
"TJ0332","Camtran",75,52.3899697652035
"MG7743","Nema",50,13.7137485338622
"OY0442","Moloney",75,68.7935901998608
"PB7156","Camtran",50,33.6979404899801
"JE6166","Nema",50,44.4234397852751
"QN3266","Moloney",100,14.476248441592
"HY8450","Nema",100,13.0413353667847
"AU1244","Camtran",75,9.20118674062781
"AP5232","Nema",75,25.5968677459083
"FR5127","Moloney",75,2.96505228817933
"OF2937","Nema",50,7.51716722938794
"TK7054","Camtran",75,12.5603581361412
"KG7996","Nema",50,22.2129133862376
"SO6088","Nema",100,29.4869747207755
"EC0808","Camtran",50,50.4400105779305
"TM2367","Camtran",75,21.5504159566528
"ZY8376","Moloney",100,20.0730316526137
"VR4077","Nema",75,2.49355797258751
"PQ4601","Moloney",50,22.8134175361248
"EM7341","Nema",75,37.7793841470035
"RH5731","Moloney",50,3.12909887959945
"EI8636","Moloney",50,52.9651574483383
"LG8355","Camtran",75,23.6382527864909
"RH1767","Camtran",75,72.8317008538011
"LK2782","Moloney",75,35.9440917037179
"UG4195","Camtran",75,75.4193170532561
